ห่วยเเตกหลวมเบสเเตกเสียงไม่ชัดกระจอกจัดเลยควยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยยย|fake
ได้รับสินค้าแล้วค่ะขนส่งรวดเร็วทันใจตรวจสอบสินค้าแล้วไม่ชํารุดหรือแตกแต่อย่างใดคุณภาพสินค้าสวยและเสียงใช้ดีเหมาะสมกับราคาและไว้จะอุดหนุนใหม่นะคะ|fake
เสียงดีเลย์นิดนึงค่ะ แต่เสียงดังดี แบตอึดใช้ได้อยู่น้า ตัวพลาสติกปิดน้องดูก๊องแก๊งแต่ก็เหมาะสมกับราคาอยู่นะคะ กับ 60 บาทที่ซื้อมา คุ้มมากๆๆๆๆค่ะ|fake
ได้รับสินค้ามาแล้ว แต่ไม่รู้ว่าคุณภาพจะเป็นอย่างไร ต้องลองใช้ดูว่าคุณภาพดีไหม แล้วจะมาบอก|fake
ได้รับ สินค้า แล้ว รวดเร็ว ใช้งาน ได้ดี ยัง ไม่มีปัญหา ใดๆ ราคา ใช้ได้ สมราคา มีที่ชารตโทรศุพท์|fake
ส่งเร็ว​ ถึงมือไม่บุบไม่แตก​ เสียงใช่ได้ขั้นดี|fake
เบสยังไม่หนักเท่าไหร่  แต่ก็สมราคา ดูแข็งแรง สวยดีค่ะ แต่กล่องใหญ่สวยดูดีมาก|fake
หูฟัง bluetooth มีบอกแบตเตอรี่เวลาใช้งานด้วยว่าเหลือเท่าไหร่สินค้าดีใช้ได้ดีจริงราคาไม่แพงช่วงโปรโมชั่น|fake
สินค้าดีครับตรงตามปก แต่ส่งช้ากว่าที่บอกตอนแรกไปวันสองวัน ให้อภัยครับ|fake
ได้รับสืนค้าแล้วค่ะตรงปกใช้งานได้ปกติค่ะพนักงานขนส่งก็บริการดีสุภาพค่ะราคาก็ไม่แพงแต่อายุการใช้งานต้องดูก็ค่ะ|fake
ส่งไวของดูดีกล่องใหม่แบตมีมาทั้งสอง|fake
นายแพทย์ณรงค์สหเมธาพัฒน์ปลัดอําเภอหัวหน้าพรรคประชาธิปัตย์กล่าวว่าการกระทรวงการคลังและพัสดุตาม|fake
