วัสดุดีมากค่ะ|fake
กล่องมาแย่มากสภาพ|fake
สวยครับ|fake
สินค้าแพคดี ได้ครบถ้วน|fake
สําหรับผม​:  กล่องมุมบุบนิดนึงแต่ไม่เป็นไรครับ ของข้างใน okยอดเยี่ยมครับ|fake
คุณภาพดี แพคสินค้ามาดีมากกกกกก มีกันกระแทกมุมกล่อง บับเบิ้ลก็ห่อหลายชั้นและปรานีต|fake
สินค้าคุณภาพใช้ได้ การ์ดสีไม่ซีด แต่กล่องมีการฉีกขาดตรงมุมและมุมบุบทําให้เปิดกล่องยาก การ์ดที่ให้มาไม่ครบตามจริง หายไป 1 ใบ ทักไปถามร้านค้า ร้านค้าถามกลับว่าขาดไปใบไหน เราก็ส่งรูปให้ดู และร้านค้าก็อ่านแล้วไม่ตอบอีกเลย ไม่พอใจเท่าไหร่ ใช้เวลาจัดส่งสินค้าประมาณ 2 วัน|fake
แพคของมาดี ได้รับในสภาพเรียบร้อย ส่งของไวมาก สั่งสามวันได้ของเลย ยังไม่ได้แกะเล่นแต่คิดว่าปกติ|fake
ได้รับสินค้าผิดจากที่สั่งไปครับ|fake
สินค้าส่งมารวดเร็ว​ทันใจ​มาก​ แพคเก็จมาอย่างดีไม่มีบุบ​ กล่องใหญ่อลังการดูดีมากๆค่ะ​ แต่ยังไม่ได้แกะดูข้างในนะค่ะจะเอาไปเป็นของขวัญ​วันปีใหม่ให้กับเด็กๆจับฉลากค่ะ​ วัยรุ่นน่าจะชอบของดีมีสาระ​ ผปค.เองก้อชอบค่ะ|fake
คุณภาพตามราคาครับ สีซีดหน่อย ไม่ติดแต่กล่องมีบุบตรงมุม 2 ด้านแต่รวมๆโอเคเล่นแกขัดได้เลย|fake
ส่งไวดีค่ะ กล่องเหมือนเก่า แล้วมาซีนกล่องใหม่ เพราะขาดมุมเล็กน้อย น่าจะเป็นของดีเฟค แต่ไม่ติดอะไร ก็เล่นได้ปกติ โอเคค่ะ|fake
ดารจัดส่งสินค้าทําได้ด้วยความรวดเร็ว และระมัดระวัง ทางของไม่มีความผิดปกติใดๆโดยรวมดี|fake
คุณภาพดีกว่าที่คิดมากๆ เลย ประทับใจมาก ราคาสามร้อยกว่าบาทนึกว่าจะมาเป็นกระดาษโง่ๆ แต่อันนี้เหมือนกล่องเป็นพันเลยค่า|fake
สินค้าส่งมาดี มีกันกระแทก ชิปเป็นพลาสติก ส่วนการ์ดเป็นกระดาษ ราคาสมกะสินค้าค่ะ|fake
กล่องเสียหายนิดหน่อยแต่ของข้างในอยู่ครบครับเหรียญพลาสติกที่มีคุณภาพสูง|fake
กล่องบุบ เปิดแทบไม่ออก|fake
